óÁï∂,-4.3,-3,-0.1,4.7,9.2,11.5,17.8,18.9,16.7,9.8,2.2,-3.6,45.305,141.045,2
ã ñÏ,5.9,6,8.3,14.5,19.6,21.9,27.2,28.8,23.8,18.2,11.6,6.2,34.4867,133.95,7
ëqï~,4.7,5.1,7.8,14.6,19.9,22,27.9,28.2,22.6,17.3,10.4,5,34.59,133.7683,8
ä}â™,5,5.2,7.9,14.5,19.5,21.8,27.9,28.6,22.9,17.7,10.9,5.2,34.5017,133.495,7
çÇó¿,3.1,3.5,6.5,13.5,19,20.9,27,27.1,21.1,16.2,8.8,3.2,34.7917,133.61,16
êºãΩ,5,5,6.7,13.4,18.1,19.4,26.1,26.1,21.6,17.1,11.6,5.3,36.2033,133.3333,8
äCém,5.9,5.9,7.1,14,18.7,20,26.7,26.5,21.8,17.4,12.2,6.5,36.0967,133.0967,8
é≠ìá,5.1,5.3,7,13.9,18.5,20.2,26.8,26.6,21.3,17,11,5.5,35.52,133.0217,8
èºç],4.8,5.1,7.5,14.6,19.4,20.9,27.6,27.4,22.1,17.5,11.1,5.5,35.4567,133.065,8
î„êÏ,4.8,5.3,7.2,14.2,18.9,20.6,27.3,27,21.5,17.1,10.9,5.3,35.4133,132.89,8
èoâ_,5.1,5.4,7,14,18.2,20.1,26.9,26.6,21.1,16.6,11,5.7,35.3317,132.73,8
â°ìc,0.8,1,3.7,11.8,16.8,18.4,25.1,24.7,18.8,14.4,7.4,1.3,35.1733,133.1033,15
ä|çá,2.7,3.1,5.3,13.3,18.1,19.3,26.5,25.7,19.8,15.3,9,3.6,35.1983,132.8167,3
ëÂìc,5.5,5.7,7.6,14.5,18.9,20.4,27.4,27.1,21.6,17.2,11.6,5.9,35.19,132.4967,8
ê‘ñº,0.5,0.8,3.3,11.2,16.1,17.8,24.4,23.9,18.1,13.5,7,1,35.0017,132.7117,15
êÏñ{,3.2,3.6,5.7,13.4,17.9,19.6,26.3,25.9,20.2,15.7,9.2,3.7,34.9767,132.4917,16
êêï‰,0.8,1.3,3.9,11.6,16.6,18.2,24.9,24.5,18.5,13.9,6.9,1.5,34.8533,132.53,15
ïlìc,6.5,7,8.3,14.9,19.1,20.6,27.4,27.3,21.9,17.4,12.7,7.1,34.8967,132.07,0
ñÌâh,1.4,2.2,4,11.9,16.4,18,24.7,24.2,18.7,14.2,7.8,2,34.7767,132.1083,15
âvìc,6,6.7,8.2,15.1,19.6,21.3,28.4,27.9,22.4,17.9,12.4,6.5,34.6767,131.8433,7
çÇí√,5.7,6.1,7.7,14.3,18.5,20.1,27,26.6,21.5,17.2,11.8,6,34.675,131.79,8
í√òañÏ,3.1,4.2,6.1,14,19.1,20.8,27.2,26.6,21,16.2,9.5,3.4,34.4617,131.77,16
ãgâÍ,2.3,3.1,5.2,12.8,17.4,19.3,25.7,25.2,19.6,15.4,8.5,2.4,34.3917,131.8933,3
çÇñÏ,-0.1,0.1,2.3,10.3,15.4,17.1,23.9,23.4,17.5,13.2,6,0,35.0333,132.9017,1
èØå¥,1.1,1.6,4.8,12.2,17.4,19.2,25.6,25.3,19.3,14.7,7.2,1.6,34.86,133.0233,3
éOéü,1.8,2.5,5.4,12.7,18,20,26.5,26.1,20.1,15.5,8.1,2.4,34.8117,132.85,3
ñ˚ñÿ,0,0.7,3,10.4,15.4,17.2,23.8,23.6,17.6,12.9,5.7,0,34.7633,133.2783,1
ïüéR,4.7,5.1,7.8,14.3,19.4,21.6,27.6,28.3,22.6,17.5,10.6,5.1,34.4467,133.2467,8
ê¢óÖ,1,2,4.4,11.8,17.1,19,25.2,25.3,19.3,14.5,7.1,1.5,34.5833,133.05,15
ñ{ãΩ,3.3,3.7,6.4,13.3,18,20,25.6,26,20.9,15.8,9.5,3.4,34.435,132.9183,16
í|å¥,5.9,5.9,8.1,13.5,17.7,20,25,27.1,22.6,17.6,11.5,6.3,34.33,132.9817,8
ê∂å˚ìá,6.4,6.3,8.3,14.3,18.9,21.1,26.6,28.4,23.4,18.1,12,6.8,34.2783,133.1233,7
å‡ésäóä†,6.9,7,9.1,14.6,18.7,21.2,26.2,27.4,23.2,18.3,13,7.4,34.165,132.7483,0
å‡,6.2,6.6,9,15.2,19.9,22,27.6,28.3,23.4,18.7,12.5,6.7,34.24,132.55,7
ëÂí|,5.5,6.1,8.6,15.3,20.2,22.3,28.1,28.7,23.4,18.5,12,5.7,34.2217,132.22,7
ì˘ì˙ésí√ìc,1.3,2.4,4.9,12.4,17.3,19.5,25.8,25.7,19.9,15.3,8,1.7,34.365,132.19,3
çLìá,5.5,6.1,8.8,15.6,20.6,22.5,28.4,29,23.4,18.4,11.9,5.8,34.3983,132.4617,7
éOì¸,3.1,3.9,6.8,13.8,18.8,20.8,26.9,27,21.3,16.6,9.6,3.5,34.545,132.53,16
â¡åv,2,2.6,5.4,12.8,18.1,19.9,26.1,25.8,19.8,15.4,8.6,2.1,34.61,132.32,3
ëÂí©,0.7,1,3.8,11.5,16.5,18.2,24.8,24.4,18.4,14,7,1.3,34.7683,132.4633,15
ê{ç≤,5.2,5.9,7,13.9,18.1,20,26.9,26.3,21,16.6,11.2,5.6,34.615,131.6233,8
îã,6.2,6.9,8.3,14.7,19.4,21.2,28,27.5,22.4,17.9,12.5,6.5,34.41,131.405,7
ñ˚íJ,6.2,6.8,8.5,15,19.4,21.1,27.9,27.6,22.5,18.1,12.5,6.2,34.37,131.055,7
ñLìc,3.7,4.6,6.8,13.4,18.3,20.4,26.8,26.4,21.1,16.8,9.8,3.8,35.1317,137.1767,16
èHãgë‰,3.4,4.3,6.8,13.4,17.9,19.7,25.6,25.7,20.5,16.1,9.6,3.4,34.235,131.3067,16
ñhï{,5.2,6,8.4,15,19.7,22.1,27.9,28.3,22.8,18.4,11.7,5.4,34.04,131.5333,7
âFïî,6,6.7,8.7,14.4,19.2,21.6,27.3,28.2,23.3,18.7,12.7,6.5,33.93,131.2783,7
â∫èº,5.6,6.2,8.4,15.1,19.5,21.9,27.6,28.2,22.7,18.2,12,5.8,34.0217,131.8733,7
ãËâœ,3.5,4.3,7,14,18.7,21.1,27,27.3,21.6,17.2,9.9,3.5,34.095,132.075,16
ä‚çë,4.6,5.2,7.5,14.5,19.4,21.3,27.5,27.7,22.1,17.4,10.8,4.7,34.155,132.1783,8
ñˆà‰,5,5.5,8,14.4,18.9,21.3,26.8,27.7,22.6,18.2,11.4,5,33.9583,132.1133,8
à¿â∫èØ,6.1,6.5,8.6,14.5,18.8,21,26.5,27.3,22.7,18.4,12.4,6,33.9033,132.2917,7
çLê£,2.8,3.6,6.4,13.4,18.5,20.7,26.7,26.7,20.8,16.4,9.2,2.9,34.2617,131.9517,16
ìøç≤,1.9,2.9,4.8,12.8,17.9,19.5,26.1,25.6,19.9,15.4,8.6,2.2,34.3983,131.725,3
ëΩìxí√,6.6,6.7,9,15.2,20.2,22.2,27.8,29,23.8,18.3,12.2,6.9,34.275,133.7517,14
ëÍã{,4.7,5,7.5,14.4,19.3,21.5,27.5,27.9,22,16.8,10.2,4.9,34.2367,133.9233,8
ç‡ìc,4.7,5,7.4,14.3,18.9,21.3,27.3,27.7,22.2,17,10.3,4.9,34.12,133.7717,8
à¯ìc,5.9,6,8,14.8,19.3,21.3,27.3,27.8,23.1,18.1,11.7,6.1,34.2133,134.4067,7
çÅìÏ,4.5,4.8,7.2,14.2,19,20.9,26.8,27.3,21.7,16.5,10.4,4.8,34.2133,134.015,8
ãûè„,1.5,2.4,4.5,11.5,16.4,18.5,23.9,24.2,18.7,14.4,7.6,1.6,33.8667,133.9033,15
ñÿì™,2.9,3.9,6.2,12.7,17.6,19.8,24.5,25.1,20.2,15.9,8.9,2.6,33.7717,134.205,3
äCóz,6,6.8,8.7,14.9,19.2,21.4,26.8,27.7,23.4,18.9,12.5,6.5,33.6117,134.355,7
ì˙òaç≤,7.2,7.7,9.6,15.3,19.6,21.9,26.9,28,24.1,19.2,13.2,7.6,33.7317,134.5383,14
äóê∂ìc,7.1,7.3,9.1,15.1,19.2,21.2,26.8,28,23.9,18.9,13.3,7.7,33.8367,134.7417,0
ìøìá,6.6,6.8,9.2,15.5,20.4,22.5,27.9,28.9,24.1,18.6,12.4,6.9,34.0667,134.5733,14
åäêÅ,4.8,5,7.4,14.4,19.2,21.2,26.7,27.2,21.6,16.5,10.2,4.7,34.04,134.1567,8
ñ{êÏ,1.8,2.1,4.3,11.3,15.7,17.9,23.5,23.7,18.4,14.5,7.9,1.7,33.765,133.3383,15
ëÂì»,4.7,5.3,7.8,14.2,18.9,21.2,26.5,27.2,22.1,17.9,10.5,5,33.6983,133.875,8
é∫åÀñ¶,7.9,8.1,9.6,15.4,19.1,20.9,25.9,27,23.6,19,14,7.9,33.2517,134.1767,0
à¿å|,7.9,8.3,10.4,16.3,20,22.4,27.4,28.6,24.4,20,13.7,7.6,33.4883,133.9333,14
çÇím,7.1,7.5,10.2,16.3,20.4,22.9,27.8,28.9,24.2,19.6,12.9,6.8,33.5667,133.5483,14
å„ñ∆,6.5,6.9,9.7,15.8,19.8,22.2,27.2,28.3,23.7,19.4,12.4,6.3,33.59,133.6433,14
ê{çË,6.8,7,9.5,15.5,19.1,21.9,26.9,28,23.3,19,12.4,6.4,33.385,133.2767,14
åEêÏ,4.4,4.6,7.5,14.3,18,20.7,26,26.7,21.7,17.6,10.4,3.9,33.2067,133.1283,8
ç≤âÍ,6.9,7.1,9.8,16.1,19.3,21.9,27.3,28.3,23.6,19.3,12.5,6.3,33.0783,133.1017,14
ç]êÏçË,4.9,5.3,8.1,14.7,18.9,21.5,27.2,27.7,22.5,18.2,11,4.6,33.17,132.7917,8
ìéå¥,2.8,2.9,5.5,12.4,16.8,19.1,24.6,24.7,19.7,16,8.7,2.4,33.39,132.9217,3
íÜë∫,5.7,6.6,9.1,15.5,19.4,21.9,27.3,28.2,23.2,19,11.8,5.5,32.99,132.92,7
èhñ—,7.8,8.5,10.4,16.4,19.6,22.2,27.6,28.3,24,20,13.6,7.6,32.92,132.695,14
ëÂéOìá,5.3,5.3,7.5,13.6,18.1,20.3,26.1,27.1,21.9,16.9,10.8,5.7,34.25,133.0067,8
ç°é°,6,6.2,8.3,14.7,19.5,21.4,27.4,28.1,22.9,17.7,11.5,6.3,34.0767,132.99,7
êVãèïl,5.6,5.8,8.2,14.7,19.7,21.6,27.5,27.9,22.5,17.3,11.3,5.9,33.96,133.2817,7
élçëíÜâõ,6,6.4,8.5,15.2,20,22,27.9,28.6,22.9,17.7,11.9,6.5,33.9817,133.5817,7
êºè,6,6.1,8.2,14.8,20,21.9,27.9,28.3,22.9,17.8,11.6,6.1,33.915,133.08,7
ãvñú,1.8,2.1,4.4,11.8,16.7,19.1,25.2,25,19.6,15.2,7.8,1.5,33.6633,132.895,3
èºéR,6.6,7,9.2,15.7,20.2,22.5,28.5,28.8,23.7,18.8,12.7,6.8,33.8433,132.7767,14
èºéRìÏãgìc,7,7.3,9.2,15,19.1,21.4,26.8,27.7,23.6,18.9,13.1,7.3,33.8267,132.6983,0
ëÂèF,5.6,5.8,8,14.9,19.2,22,28,28,22.6,18.2,11.2,5.4,33.5083,132.535,7
ê£åÀ,7.4,7.3,8.9,14.6,18.5,20.6,26.2,26.6,22.4,18.4,13.6,7.5,33.4467,132.2567,0
ãﬂâi,4.8,5.1,7.6,14.4,18.7,21,26.9,27.1,22,17.8,10.8,4.6,33.2533,132.675,8
âFòaìá,7.4,7.6,9.7,16.1,19.8,22.2,28.2,28.4,23.7,19.5,13.2,7.3,33.2267,132.5517,14
âFòa,4.6,5.1,7.1,14.3,18.5,21.1,26.8,26.9,21.9,17.6,10.6,4.3,33.3667,132.5033,8
å‰ëë,7.5,8.2,9.8,16.1,19.6,22,27.4,28.2,23.5,19.6,13.4,7.4,32.9633,132.57,14
ãÛç`ñkí¨,7.1,7.4,9.3,14.7,19.6,22,27.8,28.6,23.8,19.3,13.5,7.4,33.845,131.035,14
çsã¥,5.7,6.4,8.5,15,20,22.1,28.1,28.1,22.9,18.5,11.6,5.8,33.7117,130.975,7
î—íÀ,5.7,6.5,8.6,15.4,20.1,22.2,28.4,28,22.7,18.2,11.6,5.7,33.6517,130.6933,7
ìYìc,5.1,5.8,8,15,19.4,21.6,27.5,27,22,17.6,10.8,5,33.56,130.8533,8
ïüâ™,7.4,8.3,10.5,16.5,21,23.1,29.4,29.5,24.3,19.8,13.6,7.4,33.5817,130.375,14
ëOå¥,6.8,7.5,9.6,15.7,20.1,22.3,28.9,28.8,23.4,19.2,12.8,7,33.56,130.1917,14
í©ëq,5,5.9,8.5,15.4,19.9,22.7,28.2,28,22.7,18.5,11.3,4.8,33.405,130.695,7
çïñÿ,4.5,5,7.8,14.9,19,21.8,27.4,27.3,22,17.9,10.5,3.9,33.2233,130.6467,8
ãvóØïƒ,6.2,6.8,9.7,16.3,20.9,23.7,28.9,29.1,23.8,19.5,12.5,5.9,33.3017,130.4917,14
ëÂñ¥ìc,5.8,6.5,8.9,15.9,19.9,22.6,28,28.4,23,18.9,11.8,5.6,33.0067,130.4667,7
ëæç…ï{,5.8,6.7,9.2,15.8,20.3,22.8,28.6,28.7,23.4,19,12,5.7,33.5133,130.5,7
ñLå„çÇìc,5.7,6.3,8.4,14.6,19.4,21.9,27.9,27.8,22.7,18.3,11.9,5.9,33.57,131.4333,7
çëå©,6.6,6.9,8.8,14.9,19.6,21.9,28,28,23,18.8,12.5,6.6,33.675,131.59,7
íÜí√,5.9,6.5,8.6,15,19.7,22,28.2,28.1,23.1,18.5,12,6.1,33.5867,131.245,7
ì˙ìc,4.6,5.4,8.1,15.5,20.1,22.9,28.2,28.1,22.8,18.3,10.8,4.2,33.3217,130.9283,7
ãËéÏ,2.5,3.2,5.7,13.3,17.7,20.3,26,25.8,20.5,16.2,8.5,2.2,33.2917,131.155,3
ìíïzâ@,2.4,3.3,5.4,12.7,17.4,19.6,25.4,25,19.8,15.8,8.4,2.2,33.2533,131.3467,3
ãníz,5.8,6.2,8.4,14.7,19,21.8,27.4,27.8,22.9,18.5,11.5,5.8,33.4167,131.5967,7
â@ì‡,4.4,5.2,7.2,14.4,19.2,21.5,27.4,26.9,21.7,17.4,10.1,4.5,33.42,131.3167,8
ëÂï™,7,7.5,9.4,15.7,20.2,22.5,28.3,28.7,23.5,19.2,12.7,7.1,33.235,131.6183,14
ç≤îå,6.8,7.2,9.2,15.6,19.4,22,27.6,28,23.1,19.1,12.5,6.5,32.95,131.9017,14
äóç],8.2,8.8,10.5,16.4,19.6,22,26.9,28.1,24,19.9,14,7.9,32.795,131.9233,14
âFñ⁄,4.2,4.8,7.2,14.1,17.9,20.5,26.3,26.4,21.3,17.1,10.2,3.7,32.845,131.675,16
í|ìc,4.1,4.9,6.9,14.5,18.9,21,26.7,26.6,21.3,17,10,3.7,32.9733,131.3983,16
å¢éî,5.1,5.8,7.9,15,19.2,21.6,27.4,27.1,21.9,17.7,10.7,4.7,33.065,131.6317,8
å√ç],7.6,8.1,10,15.9,19,21.8,26.9,27.8,23.5,19.4,13.4,7.4,32.7117,131.82,14
çÇêÁï‰,3.9,4.4,6.7,13.8,17.8,20.1,25.8,25.9,20.7,16.9,9.7,3.4,32.7117,131.29,16
à∆â™,2,2.7,5.2,12.3,16.4,18.8,24.2,23.9,19.4,15.6,8.3,1.7,32.6433,131.1567,3
âÑâ™,7.2,7.7,9.8,16.2,19.6,22,27.4,28.3,23.3,19.4,12.9,6.6,32.5817,131.6567,14
ì˙å¸,7,7.5,9.6,16.1,19.3,21.7,27.3,27.9,23.2,19,12.8,6.4,32.4083,131.6,14
ê_ñÂ,4.1,4.9,7.6,14.3,18.1,20.8,26.1,26.5,21.3,17.5,10.2,3.3,32.385,131.3317,16
êºïƒó«,4.8,5.4,8,14.4,18.4,20.9,26.2,26.5,21.7,18.1,10.6,4.2,32.23,131.1517,8
êºìs,6.9,7.5,10,16.5,19.5,21.9,27.6,28.2,23.5,19.7,13,6.3,32.0617,131.4133,14
ã{çË,8.1,8.7,10.6,17.3,20.5,22.6,28.5,29,24.2,20.4,14,7.6,31.9383,131.4133,11
ñ˚í√,9,9.6,11.4,17.5,20.5,22.4,28,28.8,24.8,21.3,15,8.7,31.5783,131.4067,11
ã¯ä‘,8.1,8.3,10.6,17,20.1,22.3,27.7,28.5,24.8,21,14,7.7,31.465,131.22,11
ìsèÈ,6.4,7,9.5,16.2,20.1,22.3,27.5,28.1,23.6,19.7,12.7,5.8,31.73,131.08,14
è¨ó—,6.4,6.6,8.9,15.6,19.6,21.6,27,27.5,23,19.1,12.4,5.8,32,130.955,7
â¡ãvì°,5.3,5.7,8.4,15.1,19.1,21.6,26.8,27.1,22.7,19.1,11.5,4.8,32.0467,130.81,7
ñºê£,15.4,14.7,16.4,20.3,22.2,25.4,29.2,29.6,27.5,25.4,20.3,15.6,28.3783,129.495,19
âÆãvìá,12.3,12,13.4,18,20.4,23.1,27.6,28.4,25.7,23.3,17.5,12,30.385,130.6583,11
éÌéqìá,12,12,13.2,18.1,20.5,23.2,28.3,28.7,26,23.1,17.4,11.7,30.72,130.9817,11
ì‡îVâY,8.4,8.8,10.7,16.9,19.6,21.9,27.2,27.7,23.9,20.9,14,8.1,31.2767,131.055,11
éuïzéu,7.6,8,10.1,16.6,19.5,21.8,27.1,27.5,23.6,19.9,13.3,6.9,31.4783,131.095,14
é≠âÆ,7.6,7.9,10.4,16.5,19.9,22.2,27.8,28.2,24.3,20.7,13.6,7.1,31.39,130.8633,14
éwèh,9,9.3,11.3,16.8,20.2,22.7,28.6,28.9,25,21.6,15,8.7,31.2483,130.6367,11
ñççË,9.3,9.6,11.4,17.2,19.9,22.5,28.3,28.7,25,21.7,15,8.6,31.2717,130.2933,11
äÏì¸,8.5,8.9,11,17,20.1,22.5,28.7,29,24.9,21.7,14.5,8.3,31.3867,130.54,11
â¡ê¢ìc,8.5,8.9,11,17,20,22.8,28.6,28.9,24.7,21.3,14.4,8,31.415,130.325,11
é≠éôìá,9,9.2,11.6,17.5,21.1,23.3,29.2,29.7,25.7,22.4,15.3,8.7,31.5533,130.5467,11
ìåésóà,8,8.1,10.5,16.4,19.5,22.1,28,28.4,24.5,21.1,14.2,7.7,31.6683,130.3267,11
ëÂå˚,4.8,5.1,8,14.9,18.6,21.4,27.1,27.1,22.8,19.2,11.1,4.3,32.0467,130.6267,8
à¢ãvç™,8.4,8.7,10.5,16.5,19.3,22,27.8,28,23.8,20.3,14.1,8,32.0267,130.2,11
ñqîVå¥,5.5,5.8,7.8,14.2,17.9,20.1,25.6,25.8,21.9,18.2,11.8,5.1,31.6617,130.8433,8
ãPñk,5.8,6.2,8,14.5,18.3,20.3,25.9,26.1,22,18.2,11.7,5.3,31.5883,130.855,8
é≠ñk,3.9,4.5,7.2,14.7,18.7,21.5,27.1,27.1,21.9,17.9,9.9,3.2,33.115,130.6917,8
ìÏè¨çë,2.1,2.9,5.4,12.9,17.4,19.9,25.3,25.3,20,15.7,8.1,1.7,33.1033,131.0667,3
à¢ëhâ≥ïP,2.1,2.9,5.4,12.8,17,19.5,25,24.9,19.8,15.7,8.1,1.6,32.94,131.04,3
à¢ëhéR,-1.4,-0.4,2.1,9.5,13.9,16.3,21.1,21.4,17.2,13.1,6.5,0.2,32.88,131.0733,9
çÇêX,2.4,3.1,5.6,12.8,17,19.4,24.9,24.9,20.1,16.2,9.1,1.9,32.8217,131.125,3
åFñ{,6.2,6.9,9.8,16.5,20.7,23.3,28.5,29.1,24,19.9,12.4,5.9,32.8133,130.7067,14
ãeír,4.7,5.4,8.4,15.6,19.9,22.6,28.1,28.4,23.1,19.1,11,4.2,32.9467,130.7817,7
èºìá,6.9,7.5,9.6,16,19.4,22.3,27.8,28.3,23.5,20.1,13.1,7,32.515,130.4467,14
î™ë„,6.7,7.4,9.6,16.3,20.1,22.7,28.2,28.4,23.4,19.6,12.8,6.6,32.4733,130.6067,14
ãçê[,9.1,9.4,11.2,16.9,20.1,22.6,28.1,28.9,24.7,21.3,15,8.8,32.1967,130.0267,11
êÖñì,7,7.5,9.5,16.1,19.6,22.1,28,28.1,23.4,19.8,13.1,6.7,32.205,130.4067,14
êlãg,4.8,5.5,8.4,15.2,19.1,21.8,27.3,27.6,22.8,19,10.8,4.3,32.2167,130.755,7
ìÇí√,6.8,7.4,9.5,15.6,19.6,21.8,28.1,27.9,23.1,19.3,12.7,6.8,33.4583,129.955,14
à…ñúó¢,5.9,6.5,8.7,15.5,19.3,21.9,28.1,28.1,22.6,18.6,11.7,5.8,33.2667,129.8783,7
äñÏ,5.1,5.6,8,15.1,19.2,21.7,27.5,27.5,22.1,18,10.7,4.8,33.1167,129.995,8
êÏïõ,5.5,6.2,8.9,15.3,19.5,22.4,27.8,28.2,22.8,18.7,11.4,5.2,33.1483,130.3017,7
î¸í√ìá,6.2,6.8,9.6,15.1,19.1,21.2,27,27.2,22.9,19,12.7,6,34.285,129.33,0
à∞ï”,6.6,6.9,9.3,14.6,18.5,20.7,26.5,26.8,22.5,18.7,12.7,6.3,33.8,129.7217,0
ïΩåÀ,7.6,7.8,9.9,15.3,18.8,21,26.8,27,22.9,19.4,13.5,7.6,33.36,129.55,0
èºâY,7.2,7.6,9.6,15.7,19.4,21.7,28.2,27.9,23,19.3,13,7.3,33.3417,129.7117,14
ç≤ê¢ï€,7.4,7.7,10.4,16.3,20,22.7,28.3,29,24.1,20.4,13.5,7.4,33.1583,129.7267,14
ëÂê£åÀ,7.9,8.2,10.2,15.6,18.6,21.1,26.7,27.1,22.7,19.2,13.6,7.9,32.9483,129.6333,0
í∑çË,7.5,8,10.3,16.4,19.8,22.6,28.3,28.7,24,20.3,13.6,7.6,32.7333,129.8667,14
ñÏïÍçË,7.5,7.7,9.4,14.9,18.2,20.7,26.2,26.7,22.4,19.1,13.4,7.4,32.5783,129.74,0
å˚îVí√,7.6,7.9,10.1,16.2,19.4,22,27.6,28.1,23.7,20.2,13.6,7.6,32.6117,130.1933,14
â_êÂäx,2.9,3,5.5,12.2,16.1,18.5,23.6,24,19.6,16,9.2,2.5,32.7367,130.2617,17
ìáå¥,7.2,7.9,10.1,16.4,20.2,22.8,28,28.9,23.6,19.8,13,7,32.7417,130.3733,14
ïüç],8.1,8.4,10.1,16.1,19.2,21.8,27.7,27.9,23.2,20.1,13.9,8,32.6933,128.8267,14
óLêÏ,8.3,8.6,10.4,16.2,19.4,21.9,28.3,28.1,23.7,20.5,14.4,8.7,32.9817,129.1183,11
âú,15.5,14.2,15.6,19,21.3,24.1,27.4,27.9,26.3,24.4,20,15.2,26.835,128.2717,19
ñºåÏ,17.6,16.4,17.7,21.1,23.6,26.4,29.6,30.2,28.7,26.7,22.2,17.3,26.5933,127.965,4
ìﬂîe,18.4,17.1,18.3,21.6,24.2,26.6,29.9,30.4,28.9,27,22.8,18,26.2067,127.685,4
éÖêî,16.6,15.2,16.4,19.7,22.2,24.8,27.8,28.6,27,25,20.9,16.1,26.1533,127.765,19
à¿éüó‰,18.7,17.4,18.5,21.7,24.3,26.7,29.8,30.4,29,27.2,23,18.3,26.195,127.645,4
ìnâ√ï~,16.8,15.4,16.5,19.6,22.2,24.7,27.5,28.2,26.8,25.1,21,16.3,26.21,127.3633,19
åcó«ä‘,18.6,17.2,18.3,21.2,23.8,26.1,29,29.7,28.4,26.8,22.8,18.4,26.1683,127.2933,4
èóñûï ,-7.8,-5.9,-2.2,5.5,11.8,13.4,20.8,18.6,15.3,8.2,1.7,-6,43.88,144.1633,6
ñ‰ï è¨å¸,-5.6,-4.4,-1.5,5.3,11.3,12,19.4,18.2,15.7,8.7,2.4,-3.6,44.3033,143.4033,18
ìåê_äy,-9.2,-6.4,-2.7,5.3,12.9,14.4,21.5,19.3,14.3,7.3,1.2,-5.7,43.67,142.4467,6
çÇîã,4.1,5.2,6.4,12,17.1,19,23.5,24,21,15.8,10.7,5.4,36.7067,140.7167,17
îéëΩ,6.8,7.5,10,16.3,20.7,23,29,29.1,23.9,19.6,13.2,6.8,33.5833,130.4517,14
ê∫ñ‚,-5.9,-4.1,-1.5,4.6,9.8,11.8,18.4,18,14.9,8.6,1.7,-3.9,45.4033,141.8,18
ñ{îë,-4.4,-3.1,-0.5,5.2,10.5,12.1,18.8,18.7,16.1,9.5,2.2,-3.5,45.2417,141.1867,2
ç™é∫íÜïWí√,-8.4,-5.5,-2.9,3.8,10.1,12,19.3,16.9,14.6,8.2,2.3,-5.6,43.5767,144.96,18
ê¨ìc,4.2,5.5,7.1,13.6,18.6,20.8,26.1,25.4,22,16.6,11.2,5.5,35.7633,140.385,8
â∫ç»,3.4,5,7,13.3,19.1,21,26.3,25.2,21.8,16,9.6,4.4,36.1683,139.945,16
äÃïtëOìc,7.9,8.1,10.3,16.8,20.2,22.2,28,28.2,24,20.3,13.5,7.2,31.34,130.9383,14
çaï”,5.8,6.1,8.4,15.1,18.7,21,26.3,26.8,22.6,19.2,11.9,5.2,31.8033,130.7183,7
óºí√,3.2,3.5,6.1,11.4,17,18.2,25.7,26.3,22,16.7,9.9,4.4,38.0733,138.44,17
çXï ,-9.5,-6.7,-2.3,5.1,12.4,13.3,20.5,17.5,15.2,8.1,1.5,-6.5,42.6483,143.19,5
óNï ,-6.6,-5.2,-2.1,5,11.4,12.3,19.6,18.2,15.4,8.6,2,-4.6,44.2133,143.62,18
